0 0 -1 
0 1 -1 
0 2 -1 
1 1 -1 
1 2 -1 
0 10 -1 
0 39 -1 
5 6 5 
3 7 3 
0 53 -1 
5 9 5 
4 5 4 
14 11 -1 
4 3 12 
3 10 13 
0 72 -1 
5 15 5 
0 20 -1 
4 17 4 
14 18 -1 
4 3 19 
3 16 20 
0 96 -1 
5 22 5 
0 30 -1 
4 24 4 
14 25 -1 
4 3 26 
3 23 27 
0 129 -1 
5 29 5 
0 40 -1 
4 31 4 
14 32 -1 
4 3 33 
3 30 34 
0 171 -1 
5 36 5 
0 50 -1 
4 38 4 
14 39 -1 
4 3 40 
3 37 41 
0 232 -1 
5 43 5 
0 60 -1 
4 45 4 
14 46 -1 
4 3 47 
3 44 48 
0 314 -1 
5 50 5 
0 70 -1 
4 52 4 
14 53 -1 
4 3 54 
3 51 55 
0 398 -1 
5 57 5 
0 80 -1 
4 59 4 
14 60 -1 
4 3 61 
3 58 62 
0 502 -1 
5 64 5 
0 90 -1 
4 66 4 
14 67 -1 
4 3 68 
3 65 69 
0 629 -1 
5 71 5 
0 100 -1 
4 73 4 
14 74 -1 
4 3 75 
3 72 76 
0 76 -1 
0 110 -1 
4 79 4 
14 80 -1 
4 3 81 
3 78 82 
0 92 -1 
0 120 -1 
4 85 4 
14 86 -1 
4 3 87 
3 84 88 
0 3 -1 
9 -1 -1 
5 8 90 
4 91 92 
8 93 -1 
2 1 94 
0 6 -1 
5 95 96 
5 14 90 
4 91 98 
8 99 -1 
2 1 100 
5 101 96 
5 21 90 
4 91 103 
8 104 -1 
2 1 105 
5 106 96 
5 28 90 
4 91 108 
8 109 -1 
2 1 110 
5 111 96 
5 35 90 
4 91 113 
8 114 -1 
2 1 115 
5 116 96 
5 42 90 
4 91 118 
8 119 -1 
2 1 120 
5 121 96 
5 49 90 
4 91 123 
8 124 -1 
2 1 125 
5 126 96 
5 56 90 
4 91 128 
8 129 -1 
2 1 130 
5 131 96 
5 63 90 
4 91 133 
8 134 -1 
2 1 135 
5 136 96 
5 70 90 
4 91 138 
8 139 -1 
2 1 140 
5 141 96 
5 77 90 
4 91 143 
8 144 -1 
2 1 145 
5 146 96 
5 83 90 
4 91 148 
8 149 -1 
2 1 150 
5 151 96 
5 89 90 
4 91 153 
8 154 -1 
2 1 155 
5 156 96 
4 97 102 
4 158 107 
4 159 112 
4 160 117 
4 161 122 
4 162 127 
4 163 132 
4 164 137 
4 165 142 
4 166 147 
4 167 152 
4 168 157 
